code_departement,nom_departement,nom_commune,code_commune,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,type_local,surface_terrain,population_2021,population_2015,pourcentage_chomage_2021,pourcentage_chomage_2020,pourcentage_taux_cambriolages,evolution_2016_2021,loyer_moyen,prix_moyen(m²),rendement_locatifs
34,Herault,Avène,34019,23000,72,3,Maison,85,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,319.44,24.28
34,Herault,Aumelas,34016,201500,84,3,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,2398.81,5.7
34,Herault,Aumelas,34016,201500,84,3,Maison,507,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,2398.81,5.7
34,Herault,Poussan,34213,169320,70,3,Maison,827,1564000,1444000,11.1,11.0,5.7,-30.1,11.57466345,2418.86,5.74
34,Herault,Moulès-et-Baucels,34174,210000,107,5,Maison,547,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,1962.62,5.14
34,Herault,Moulès-et-Baucels,34174,210000,107,5,Maison,1111,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,1962.62,5.14
34,Herault,Moulès-et-Baucels,34174,210000,107,5,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,1962.62,5.14
34,Herault,Pégairolles-de-l'Escalette,34196,230000,86,3,Maison,2399,1564000,1444000,11.1,11.0,5.7,-30.1,7.523095362,2674.42,3.38
34,Herault,Saint-Martin-de-Londres,34274,200000,52,2,Maison,32,1564000,1444000,11.1,11.0,5.7,-30.1,11.50226584,3846.15,3.59
34,Herault,Saint-Martin-de-Londres,34274,314300,100,5,Maison,176,1564000,1444000,11.1,11.0,5.7,-30.1,11.50226584,3143,4.39
34,Herault,Canet,34051,225000,95,3,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,9.921461905,2368.42,5.03
34,Herault,Montoulieu,34171,193500,100,5,Maison,115,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,1935,5.21
34,Herault,Mireval,34159,250000,68,3,Maison,1368,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,3676.47,3.72
34,Herault,Mireval,34159,250000,68,3,Maison,600,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,3676.47,3.72
34,Herault,Poussan,34213,306500,131,5,Maison,453,1564000,1444000,11.1,11.0,5.7,-30.1,11.57466345,2339.69,5.94
34,Herault,Aumelas,34016,101000,47,3,Maison,65,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,2148.94,6.36
34,Herault,Lunas,34144,20500,45,1,Maison,280,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,455.56,22.34
34,Herault,Vacquières,34318,92000,40,1,Maison,200,1564000,1444000,11.1,11.0,5.7,-30.1,11.34970757,2300,5.92
34,Herault,Saint-André-de-Sangonis,34239,20000,216,7,Maison,28,1564000,1444000,11.1,11.0,5.7,-30.1,11.40029857,92.59,147.75
34,Herault,Vendargues,34327,370000,76,4,Maison,2810,1564000,1444000,11.1,11.0,5.7,-30.1,13.3304107,4868.42,3.29
34,Herault,Avène,34019,27000,49,3,Maison,140,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,551.02,14.08
34,Herault,Avène,34019,36690,43,2,Maison,30,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,853.26,9.09
34,Herault,Lunas,34144,85000,145,4,Maison,287,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,586.21,17.36
34,Herault,Moulès-et-Baucels,34174,100000,20,1,Maison,1614,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,5000,2.02
34,Herault,Moulès-et-Baucels,34174,150000,94,4,Maison,565,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,1595.74,6.32
34,Herault,Poussan,34213,288050,127,5,Maison,335,1564000,1444000,11.1,11.0,5.7,-30.1,11.57466345,2268.11,6.12
34,Herault,Aniane,34010,150000,60,3,Maison,658,1564000,1444000,11.1,11.0,5.7,-30.1,9.79445932,2500,4.7
34,Herault,Saint-Drézéry,34249,308150,93,4,Maison,197,1564000,1444000,11.1,11.0,5.7,-30.1,11.91491019,3313.44,4.32
34,Herault,Lunas,34144,227000,110,3,Maison,871,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,2063.64,4.93
34,Herault,Villeveyrac,34341,321000,118,5,Maison,769,1564000,1444000,11.1,11.0,5.7,-30.1,10.16925498,2720.34,4.49
34,Herault,Aumelas,34016,274000,64,3,Maison,1045,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,4281.25,3.19
34,Herault,Soumont,34306,60000,45,2,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.38170312,1333.33,7.54
34,Herault,Lodève,34142,195000,80,4,Maison,680,1564000,1444000,11.1,11.0,5.7,-30.1,8.399804636,2437.5,4.14
34,Herault,Paulhan,34194,192610,95,4,Maison,316,1564000,1444000,11.1,11.0,5.7,-30.1,9.742296618,2027.47,5.77
34,Herault,Balaruc-le-Vieux,34024,370000,184,5,Maison,600,1564000,1444000,11.1,11.0,5.7,-30.1,11.7883402,2010.87,7.03
34,Herault,Villeveyrac,34341,300000,167,7,Maison,800,1564000,1444000,11.1,11.0,5.7,-30.1,10.16925498,1796.41,6.79
34,Herault,Dio-et-Valquières,34093,130000,94,5,Maison,215,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,1382.98,7.36
34,Herault,Aumelas,34016,299400,82,4,Maison,600,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,3651.22,3.74
34,Herault,Ceyras,34076,175000,100,4,Maison,640,1564000,1444000,11.1,11.0,5.7,-30.1,11.2531936,1750,7.72
34,Herault,Ceyras,34076,175000,100,4,Maison,2680,1564000,1444000,11.1,11.0,5.7,-30.1,11.2531936,1750,7.72
34,Herault,Lodève,34142,230000,92,5,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.399804636,2500,4.03
34,Herault,Mireval,34159,231000,52,2,Maison,1000,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,4442.31,3.08
34,Herault,Vic-la-Gardiole,34333,2250000,91,3,Maison,705,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,24725.27,0.63
34,Herault,Vic-la-Gardiole,34333,2250000,49,3,Maison,705,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,45918.37,0.34
34,Herault,Vic-la-Gardiole,34333,2250000,60,3,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,37500,0.41
34,Herault,Vic-la-Gardiole,34333,2250000,60,3,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,37500,0.41
34,Herault,Vic-la-Gardiole,34333,2250000,35,1,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,64285.71,0.24
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,45000,0.34
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,45000,0.34
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,45000,0.34
34,Herault,Vic-la-Gardiole,34333,2250000,35,1,Maison,1698,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,64285.71,0.24
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Maison,1534,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,45000,0.34
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Appartement,1534,1564000,1444000,11.1,11.0,5.7,-30.1,13.8319921,45000,0.37
34,Herault,Vic-la-Gardiole,34333,2250000,60,3,Appartement,1534,1564000,1444000,11.1,11.0,5.7,-30.1,13.8319921,37500,0.44
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Maison,1534,1564000,1444000,11.1,11.0,5.7,-30.1,12.87928659,45000,0.34
34,Herault,Vic-la-Gardiole,34333,2250000,60,3,Appartement,1534,1564000,1444000,11.1,11.0,5.7,-30.1,13.8319921,37500,0.44
34,Herault,Vic-la-Gardiole,34333,2250000,50,3,Appartement,1534,1564000,1444000,11.1,11.0,5.7,-30.1,13.8319921,45000,0.37
34,Herault,Vic-la-Gardiole,34333,2250000,60,3,Appartement,1534,1564000,1444000,11.1,11.0,5.7,-30.1,13.8319921,37500,0.44
34,Herault,Vic-la-Gardiole,34333,2250000,60,3,Appartement,1534,1564000,1444000,11.1,11.0,5.7,-30.1,13.8319921,37500,0.44
34,Herault,Avène,34019,30000,15,1,Maison,190,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,2000,3.88
34,Herault,Salasc,34292,399900,151,5,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,2648.34,3.84
34,Herault,Poussan,34213,242730,104,5,Maison,248,1564000,1444000,11.1,11.0,5.7,-30.1,11.57466345,2333.94,5.95
34,Herault,Riols,34229,115320,50,4,Maison,120,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,2306.4,3.53
34,Herault,Riols,34229,37500,50,1,Maison,114,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,750,10.85
34,Herault,Saint-Gervais-sur-Mare,34260,60000,17,1,Maison,82,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,3529.41,2.2
34,Herault,Saint-Gervais-sur-Mare,34260,60000,19,1,Maison,18,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,3157.89,2.46
34,Herault,Villeneuve-lès-Béziers,34336,300000,82,4,Maison,2885,1564000,1444000,11.1,11.0,5.7,-30.1,8.97752865,3658.54,2.94
34,Herault,Villeneuve-lès-Béziers,34336,300000,82,4,Maison,8127,1564000,1444000,11.1,11.0,5.7,-30.1,8.97752865,3658.54,2.94
34,Herault,Pardailhan,34193,65000,109,6,Maison,85,1564000,1444000,11.1,11.0,5.7,-30.1,8.052912863,596.33,16.2
34,Herault,Fraisse-sur-Agout,34107,45000,48,3,Maison,125,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,937.5,8.68
34,Herault,Saint-Étienne-d'Albagnan,34250,94000,93,5,Maison,82,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1010.75,8.05
34,Herault,Saint-Étienne-d'Albagnan,34250,94000,60,1,Maison,175,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1566.67,5.2
34,Herault,Cassagnoles,34054,7500,50,2,Maison,360,1564000,1444000,11.1,11.0,5.7,-30.1,6.636844037,150,53.09
34,Herault,Saint-Geniès-de-Varensal,34257,1500,100,5,Maison,290,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,15,517.1
34,Herault,Riols,34229,45825,94,4,Maison,94,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,487.5,16.7
34,Herault,Mons,34160,122600,75,3,Maison,75,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,1634.67,5.31
34,Herault,Ferrals-les-Montagnes,34098,10000,79,3,Maison,78,1564000,1444000,11.1,11.0,5.7,-30.1,8.052912863,126.58,76.34
34,Herault,Fraisse-sur-Agout,34107,65000,75,4,Maison,540,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,866.67,9.39
34,Herault,Colombières-sur-Orb,34080,300000,86,6,Maison,670,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,3488.37,2.22
34,Herault,Colombières-sur-Orb,34080,300000,86,6,Maison,370,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,3488.37,2.22
34,Herault,Siran,34302,78000,75,3,Maison,140,1564000,1444000,11.1,11.0,5.7,-30.1,7.952717935,1040,9.18
34,Herault,Saint-Jean-de-Minervois,34269,247670,144,5,Maison,430,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1719.93,4.73
34,Herault,Courniou,34086,60000,73,3,Maison,58,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,821.92,9.9
34,Herault,Pardailhan,34193,113000,93,3,Maison,65,1564000,1444000,11.1,11.0,5.7,-30.1,8.052912863,1215.05,7.95
34,Herault,Montels,34167,287340,162,5,Maison,800,1564000,1444000,11.1,11.0,5.7,-30.1,9.637398543,1773.7,6.52
34,Herault,Montels,34167,287340,162,5,Maison,12058,1564000,1444000,11.1,11.0,5.7,-30.1,9.637398543,1773.7,6.52
34,Herault,Saint-Vincent-d'Olargues,34291,12000,18,1,Maison,890,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,666.67,12.21
34,Herault,Courniou,34086,31000,60,3,Maison,120,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,516.67,15.76
34,Herault,Mons,34160,50000,45,2,Maison,225,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,1111.11,7.81
34,Herault,Pardailhan,34193,55000,85,3,Maison,71,1564000,1444000,11.1,11.0,5.7,-30.1,8.052912863,647.06,14.93
34,Herault,Saint-Jean-de-Minervois,34269,9000,104,5,Maison,55,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,86.54,94.07
34,Herault,Fraisse-sur-Agout,34107,90000,85,5,Maison,390,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1058.82,7.69
34,Herault,Saint-Vincent-d'Olargues,34291,155000,100,3,Maison,120,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1550,5.25
34,Herault,Félines-Minervois,34097,250000,147,6,Maison,240,1564000,1444000,11.1,11.0,5.7,-30.1,7.952717935,1700.68,5.61
34,Herault,Aigues-Vives,34007,25000,72,2,Maison,36,1564000,1444000,11.1,11.0,5.7,-30.1,9.346636281,347.22,32.3
34,Herault,Fraisse-sur-Agout,34107,275000,185,4,Maison,1640,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1486.49,5.48
34,Herault,Rosis,34235,30000,76,3,Maison,77,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,394.74,19.65
34,Herault,Saint-Julien,34271,57000,54,3,Maison,54,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,1055.56,8.23
34,Herault,Laurens,34130,274000,133,4,Maison,2199,1564000,1444000,11.1,11.0,5.7,-30.1,10.21770204,2060.15,5.95
34,Herault,Riols,34229,170000,95,5,Maison,826,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1789.47,4.55
34,Herault,Mons,34160,93000,140,3,Maison,1100,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,664.29,13.07
34,Herault,Murviel-lès-Béziers,34178,280000,198,5,Maison,700,1564000,1444000,11.1,11.0,5.7,-30.1,9.708296125,1414.14,8.24
34,Herault,Murviel-lès-Béziers,34178,280000,198,5,Maison,4830,1564000,1444000,11.1,11.0,5.7,-30.1,9.708296125,1414.14,8.24
34,Herault,Cabrerolles,34044,310000,47,1,Maison,4302,1564000,1444000,11.1,11.0,5.7,-30.1,8.843177508,6595.74,1.61
34,Herault,Cabrerolles,34044,310000,283,10,Maison,4302,1564000,1444000,11.1,11.0,5.7,-30.1,8.843177508,1095.41,9.69
34,Herault,Babeau-Bouldoux,34021,123800,146,5,Maison,155,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,847.95,9.6
34,Herault,Sauvian,34298,1266046.60,180,7,Maison,3889,1564000,1444000,11.1,11.0,5.7,-30.1,10.28762028,#VALEUR!,#VALEUR!
34,Herault,Sauvian,34298,1266046.60,120,3,Appartement,3889,1564000,1444000,11.1,11.0,5.7,-30.1,11.49900222,#VALEUR!,#VALEUR!
34,Herault,Sauvian,34298,1266046.60,180,6,Maison,3889,1564000,1444000,11.1,11.0,5.7,-30.1,10.28762028,#VALEUR!,#VALEUR!
34,Herault,Vendres,34329,298150,113,4,Maison,480,1564000,1444000,11.1,11.0,5.7,-30.1,10.17257591,2638.5,4.63
34,Herault,Saint-Pons-de-Thomières,34284,77920,65,3,Maison,245,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1198.77,6.79
34,Herault,Fraisse-sur-Agout,34107,52000,60,2,Maison,284,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,866.67,9.39
34,Herault,Cassagnoles,34054,52744.80,60,2,Maison,85,1564000,1444000,11.1,11.0,5.7,-30.1,6.636844037,#VALEUR!,#VALEUR!
34,Herault,Cassagnoles,34054,52744.80,80,3,Maison,1070,1564000,1444000,11.1,11.0,5.7,-30.1,6.636844037,#VALEUR!,#VALEUR!
34,Herault,Prémian,34219,168000,110,6,Maison,740,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1527.27,5.33
34,Herault,Riols,34229,45000,46,1,Maison,50,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,978.26,8.32
34,Herault,Riols,34229,45000,70,3,Maison,140,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,642.86,12.66
34,Herault,Riols,34229,45000,18,1,Maison,56,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,2500,3.26
34,Herault,Riols,34229,175500,107,3,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1640.19,4.96
34,Herault,Pardailhan,34193,325000,165,7,Maison,532,1564000,1444000,11.1,11.0,5.7,-30.1,8.052912863,1969.7,4.91
34,Herault,Saint-Geniès-de-Varensal,34257,255000,54,3,Appartement,1160,1564000,1444000,11.1,11.0,5.7,-30.1,7.811829558,4722.22,1.99
34,Herault,Saint-Geniès-de-Varensal,34257,255000,66,4,Appartement,1160,1564000,1444000,11.1,11.0,5.7,-30.1,7.811829558,3863.64,2.43
34,Herault,Saint-Geniès-de-Varensal,34257,255000,100,5,Appartement,1160,1564000,1444000,11.1,11.0,5.7,-30.1,7.811829558,2550,3.68
34,Herault,Olonzac,34189,262000,130,6,Maison,900,1564000,1444000,11.1,11.0,5.7,-30.1,8.68357602,2015.38,5.17
34,Herault,Saint-Julien,34271,75000,100,1,Maison,80,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,750,11.58
34,Herault,Rosis,34235,38500,36,2,Maison,43,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1069.44,7.25
34,Herault,Minerve,34158,70000,85,3,Maison,63,1564000,1444000,11.1,11.0,5.7,-30.1,8.68357602,823.53,12.65
34,Herault,Minerve,34158,70000,87,3,Maison,167,1564000,1444000,11.1,11.0,5.7,-30.1,8.68357602,804.6,12.95
34,Herault,Cébazan,34070,39000,40,2,Maison,43,1564000,1444000,11.1,11.0,5.7,-30.1,8.207990928,975,10.1
34,Herault,Babeau-Bouldoux,34021,30000,78,3,Maison,70,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,384.62,21.16
34,Herault,Mons,34160,85000,60,3,Maison,315,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,1416.67,6.13
34,Herault,Riols,34229,86310,86,5,Maison,65,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1003.6,8.11
34,Herault,Babeau-Bouldoux,34021,125765,112,6,Maison,61,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1122.9,7.25
34,Herault,Saint-Gervais-sur-Mare,34260,174000,139,4,Maison,1062,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1251.8,6.2
34,Herault,Riols,34229,23000,80,3,Maison,170,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,287.5,28.31
34,Herault,Saint-Gervais-sur-Mare,34260,95000,115,5,Maison,94,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,826.09,9.39
34,Herault,Riols,34229,149630,80,4,Maison,123,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1870.38,4.35
34,Herault,Aigues-Vives,34007,161500,98,4,Maison,565,1564000,1444000,11.1,11.0,5.7,-30.1,9.346636281,1647.96,6.81
34,Herault,Saint-Gervais-sur-Mare,34260,72000,45,4,Maison,45,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1600,4.85
34,Herault,Courniou,34086,70570,56,3,Maison,235,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1260.18,6.46
34,Herault,Fraisse-sur-Agout,34107,200000,108,5,Maison,3630,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1851.85,4.4
34,Herault,Fraisse-sur-Agout,34107,200000,108,5,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1851.85,4.4
34,Herault,Saint-Pons-de-Thomières,34284,120000,80,4,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1500,5.43
34,Herault,Maraussan,34148,3000,30,2,Maison,841,1564000,1444000,11.1,11.0,5.7,-30.1,8.907333005,100,106.89
34,Herault,Taussac-la-Billière,34308,50000,45,2,Maison,430,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1111.11,6.98
34,Herault,Colombières-sur-Orb,34080,158000,95,2,Maison,240,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1663.16,4.66
34,Herault,Rosis,34235,30000,45,1,Maison,67,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,666.67,11.63
34,Herault,Mons,34160,245000,98,3,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,2500,3.47
34,Herault,Babeau-Bouldoux,34021,170000,128,5,Maison,800,1564000,1444000,11.1,11.0,5.7,-30.1,6.783651024,1328.13,6.13
34,Herault,Cesseras,34075,216000,121,4,Maison,1000,1564000,1444000,11.1,11.0,5.7,-30.1,8.68357602,1785.12,5.84
34,Herault,Cessenon-sur-Orb,34074,250000,111,4,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,7.236070397,2252.25,3.86
34,Herault,Pardailhan,34193,365000,187,5,Maison,650,1564000,1444000,11.1,11.0,5.7,-30.1,8.052912863,1951.87,4.95
34,Herault,Colombières-sur-Orb,34080,240000,140,7,Maison,400,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1714.29,4.52
34,Herault,Colombières-sur-Orb,34080,240000,22,1,Appartement,400,1564000,1444000,11.1,11.0,5.7,-30.1,8.400971144,10909.09,0.92
34,Herault,Félines-Minervois,34097,93750,65,3,Maison,772,1564000,1444000,11.1,11.0,5.7,-30.1,7.952717935,1442.31,6.62
34,Herault,Agonès,34005,342340,64,3,Maison,1090,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,5349.06,1.89
34,Herault,Aniane,34010,400000,9,2,Maison,737,1564000,1444000,11.1,11.0,5.7,-30.1,9.79445932,44444.44,0.26
34,Herault,Lunas,34144,60000,90,4,Maison,110,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,666.67,15.27
34,Herault,Saint-Jean-de-Fos,34267,347500,136,6,Maison,1046,1564000,1444000,11.1,11.0,5.7,-30.1,11.2531936,2555.15,5.28
34,Herault,Saint-Maurice-Navacelles,34277,18000,96,5,Maison,57,1564000,1444000,11.1,11.0,5.7,-30.1,9.144011379,187.5,58.52
34,Herault,Villeneuve-lès-Maguelone,34337,3000,20,1,Maison,555,1564000,1444000,11.1,11.0,5.7,-30.1,13.80526593,150,110.44
34,Herault,Clermont-l'Hérault,34079,100000,20,2,Maison,2219,1564000,1444000,11.1,11.0,5.7,-30.1,10.59022796,5000,2.54
34,Herault,Lacoste,34124,135000,140,4,Maison,1986,1564000,1444000,11.1,11.0,5.7,-30.1,11.2531936,964.29,14
34,Herault,Lacoste,34124,135000,140,4,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,11.2531936,964.29,14
34,Herault,Aumelas,34016,490000,140,5,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,3500,3.91
34,Herault,Moulès-et-Baucels,34174,321000,200,6,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.407498867,1605,6.29
34,Herault,Aumelas,34016,2100,140,5,Maison,48,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,15,911.34
34,Herault,Plaissan,34204,310000,130,5,Maison,35,1564000,1444000,11.1,11.0,5.7,-30.1,9.839980188,2384.62,4.95
34,Herault,Avène,34019,40000,75,3,Maison,102,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,533.33,14.54
34,Herault,Salasc,34292,159000,42,2,Maison,680,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,3785.71,2.69
34,Herault,Salasc,34292,159000,42,2,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,3785.71,2.69
34,Herault,Mireval,34159,408000,101,4,Maison,663,1564000,1444000,11.1,11.0,5.7,-30.1,11.39179165,4039.6,3.38
34,Herault,Lunas,34144,181000,78,3,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,2320.51,4.39
34,Herault,Restinclières,34227,120000,80,4,Maison,1100,1564000,1444000,11.1,11.0,5.7,-30.1,12.61683932,1500,10.09
34,Herault,Claret,34078,350000,109,4,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,11.34970757,3211.01,4.24
34,Herault,Aspiran,34013,240300,90,4,Maison,620,1564000,1444000,11.1,11.0,5.7,-30.1,9.555576498,2670,4.29
34,Herault,Mèze,34157,161700,60,4,Maison,476,1564000,1444000,11.1,11.0,5.7,-30.1,12.17933165,2695,5.42
34,Herault,Joncels,34121,292000,170,5,Maison,1000,1564000,1444000,11.1,11.0,5.7,-30.1,6.463802359,1717.65,4.52
34,Herault,Dio-et-Valquières,34093,266559,152,4,Maison,760,1564000,1444000,11.1,11.0,5.7,-30.1,8.48081262,1753.68,5.8
34,Herault,Saint-André-de-Sangonis,34239,270000,120,6,Maison,1555,1564000,1444000,11.1,11.0,5.7,-30.1,11.40029857,2250,6.08
34,Herault,Saint-André-de-Sangonis,34239,270000,120,6,Maison,600,1564000,1444000,11.1,11.0,5.7,-30.1,11.40029857,2250,6.08
34,Herault,Gigean,34113,15000,20,1,Maison,370,1564000,1444000,11.1,11.0,5.7,-30.1,11.11845239,750,17.79
34,Herault,Restinclières,34227,420000,135,5,Maison,20,1564000,1444000,11.1,11.0,5.7,-30.1,12.61683932,3111.11,4.87
34,Herault,Vacquières,34318,495850,173,6,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,11.34970757,2866.18,4.75
34,Herault,Lodève,34142,200000,100,4,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,8.399804636,2000,5.04
34,Herault,Poussan,34213,334070,118,4,Maison,500,1564000,1444000,11.1,11.0,5.7,-30.1,11.57466345,2831.1,4.91
34,Herault,Vacquières,34318,100000,210,5,Maison,3500,1564000,1444000,11.1,11.0,5.7,-30.1,11.34970757,476.19,28.6
34,Herault,Vacquières,34318,100000,210,5,Maison,1500,1564000,1444000,11.1,11.0,5.7,-30.1,11.34970757,476.19,28.6
34,Herault,Grabels,34116,831000,280,6,Maison,1000,1564000,1444000,11.1,11.0,5.7,-30.1,12.60896626,2967.86,5.1
34,Herault,Lansargues,34127,80500,50,1,Maison,1378,1564000,1444000,11.1,11.0,5.7,-30.1,10.75915905,1610,8.02
34,Herault,Grabels,34116,613800,120,4,Maison,1000,1564000,1444000,11.1,11.0,5.7,-30.1,12.60896626,5115,2.96
34,Herault,Lattes,34129,190000,60,4,Maison,175,1564000,1444000,11.1,11.0,5.7,-30.1,14.72993632,3166.67,5.58
34,Herault,Lattes,34129,1176000,98,4,Appartement,1757,1564000,1444000,11.1,11.0,5.7,-30.1,15.74291262,12000,1.57
34,Herault,Lattes,34129,450000,102,4,Maison,511,1564000,1444000,11.1,11.0,5.7,-30.1,14.72993632,4411.76,4.01
34,Herault,Mauguio,34154,70000,50,2,Maison,227,1564000,1444000,11.1,11.0,5.7,-30.1,14.08147322,1400,12.07
34,Herault,Mauguio,34154,690000,115,4,Maison,2110,1564000,1444000,11.1,11.0,5.7,-30.1,14.08147322,6000,2.82
