code_departement,nom_departement,nom_commune,code_commune,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,type_local,surface_terrain,population_2021,population_2015,pourcentage_chomage_2021,pourcentage_chomage_2020,pourcentage_taux_cambriolages,evolution_2016_2021,loyer_moyen,prix_moyen(m²),rendement_locatifs
12,Aveyron,Flavin,12102,354400,148,5,Maison,1013,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,2394.59,4.01
12,Aveyron,Sainte-Juliette-sur-Viaur,12234,87650,150,5,Maison,673,279000,276000,6.0,6.0,1.8,-38.7,7.232517236,584.33,14.85
12,Aveyron,Lédergues,12127,46000,105,4,Maison,105,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,438.1,18.41
12,Aveyron,Lédergues,12127,73000,80,4,Maison,232,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,912.5,8.84
12,Aveyron,Camboulazet,12045,120000,120,4,Maison,579,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1000,8.07
12,Aveyron,Baraqueville,12056,170000,134,5,Maison,701,279000,276000,6.0,6.0,1.8,-38.7,8.070062518,1268.66,7.63
12,Aveyron,Réquista,12197,189000,76,3,Maison,68,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,2486.84,3.14
12,Aveyron,Tauriac-de-Naucelle,12276,98000,81,5,Maison,2325,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1209.88,6.67
12,Aveyron,Bessuéjouls,12027,127800,198,5,Maison,100,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,645.45,13
12,Aveyron,Castelnau-de-Mandailles,12061,20000,100,4,Maison,70,279000,276000,6.0,6.0,1.8,-38.7,6.955289592,200,41.73
12,Aveyron,Florentin-la-Capelle,12103,80000,64,2,Maison,248,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,1250,6.18
12,Aveyron,Castanet,12059,127000,262,6,Maison,408,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,484.73,19.11
12,Aveyron,Arvieu,12011,90000,140,5,Maison,1136,279000,276000,6.0,6.0,1.8,-38.7,7.232517236,642.86,13.5
12,Aveyron,Vimenet,12303,304600,165,6,Maison,787,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,1846.06,4.54
12,Aveyron,Belcastel,12024,121650,78,3,Maison,260,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,1559.62,5.35
12,Aveyron,Saint-Côme-d'Olt,12216,100000,73,3,Maison,550,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,1369.86,5.75
12,Aveyron,Camjac,12046,100000,83,3,Maison,1608,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1204.82,6.7
12,Aveyron,Camjac,12046,100000,83,3,Maison,764,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1204.82,6.7
12,Aveyron,Conques-en-Rouergue,12076,18200,45,3,Maison,520,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,404.44,19.09
12,Aveyron,Bessuéjouls,12027,705000,162,3,Maison,1016,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,4351.85,1.93
12,Aveyron,Bessuéjouls,12027,705000,162,3,Maison,3073,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,4351.85,1.93
12,Aveyron,Tayrac,12278,250000,144,7,Maison,317,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,1736.11,5.34
12,Aveyron,Thérondels,12280,90000,80,2,Appartement,1180,279000,276000,6.0,6.0,1.8,-38.7,6.819362816,1125,7.27
12,Aveyron,Thérondels,12280,90000,50,1,Appartement,1180,279000,276000,6.0,6.0,1.8,-38.7,6.819362816,1800,4.55
12,Aveyron,Colombiès,12068,104000,50,3,Maison,390,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,2080,4.01
12,Aveyron,Colombiès,12068,50000,110,4,Maison,325,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,454.55,18.36
12,Aveyron,Entraygues-sur-Truyère,12094,55000,60,3,Maison,169,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,916.67,8.42
12,Aveyron,Salles-la-Source,12254,199000,75,3,Maison,296,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,2653.33,3.62
12,Aveyron,Gabriac,12106,35000,39,1,Maison,45,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,897.44,9.35
12,Aveyron,Valady,12288,125000,96,3,Maison,224,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,1302.08,6.41
12,Aveyron,Quins,12194,235000,160,5,Maison,1254,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1468.75,5.49
12,Aveyron,Quins,12194,235000,160,5,Maison,1257,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1468.75,5.49
12,Aveyron,Quins,12194,235000,160,5,Maison,1253,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1468.75,5.49
12,Aveyron,Campouriez,12048,40000,55,2,Maison,755,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,727.27,10.61
12,Aveyron,Campouriez,12048,40000,20,1,Maison,755,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,2000,3.86
12,Aveyron,Compolibat,12071,110000,84,3,Maison,435,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,1309.52,7.07
12,Aveyron,Maleville,12136,171200,87,5,Maison,500,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,1967.82,4.71
12,Aveyron,Maleville,12136,171200,87,5,Maison,1271,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,1967.82,4.71
12,Aveyron,Castanet,12059,65000,149,8,Maison,108,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,436.24,21.24
12,Aveyron,Naussac,12170,115000,107,5,Maison,420,279000,276000,6.0,6.0,1.8,-38.7,7.251046427,1074.77,8.1
12,Aveyron,Valady,12288,65000,67,2,Maison,44,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,970.15,8.6
12,Aveyron,Cantoin,12051,66300,92,3,Maison,127,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,720.65,10.92
12,Aveyron,Salvagnac-Cajarc,12256,307000,140,7,Maison,592,279000,276000,6.0,6.0,1.8,-38.7,8.324919165,2192.86,4.56
12,Aveyron,Bertholène,12026,70000,120,3,Maison,994,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,583.33,14.38
12,Aveyron,Sainte-Juliette-sur-Viaur,12234,135110,70,2,Maison,517,279000,276000,6.0,6.0,1.8,-38.7,7.232517236,1930.14,4.5
12,Aveyron,Manhac,12137,170000,144,5,Maison,1306,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1180.56,6.83
12,Aveyron,Sébrazac,12265,67000,72,3,Maison,135,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,930.56,9.01
12,Aveyron,Verrières,12291,410000,100,4,Maison,5880,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,4100,1.87
12,Aveyron,Verrières,12291,410000,100,4,Maison,50,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,4100,1.87
12,Aveyron,Tournemire,12282,170000,150,4,Maison,1130,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,1133.33,7.97
12,Aveyron,Bozouls,12033,195500,120,5,Maison,320,279000,276000,6.0,6.0,1.8,-38.7,8.085009729,1629.17,5.96
12,Aveyron,Saint-André-de-Najac,12210,72000,80,2,Maison,499,279000,276000,6.0,6.0,1.8,-38.7,7.172616396,900,9.56
12,Aveyron,Foissac,12104,93000,70,3,Maison,520,279000,276000,6.0,6.0,1.8,-38.7,8.286271025,1328.57,7.48
12,Aveyron,Anglars-Saint-Félix,12008,146515,70,2,Maison,106,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,2093.07,3.99
12,Aveyron,Roussennac,12206,1,112,3,Maison,108,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,0.01,934644.71
12,Aveyron,Trémouilles,12283,60010,138,5,Maison,680,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,434.86,17.94
12,Aveyron,Coubisou,12079,41000,49,1,Maison,681,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,836.73,9.41
12,Aveyron,Naussac,12170,56000,80,3,Maison,514,279000,276000,6.0,6.0,1.8,-38.7,7.251046427,700,12.43
12,Aveyron,Montsalès,12158,43000,49,2,Maison,60,279000,276000,6.0,6.0,1.8,-38.7,8.286271025,877.55,11.33
12,Aveyron,Vailhourles,12287,107312,162,5,Maison,443,279000,276000,6.0,6.0,1.8,-38.7,7.480764931,662.42,13.55
12,Aveyron,Salvagnac-Cajarc,12256,9000,36,2,Maison,24,279000,276000,6.0,6.0,1.8,-38.7,8.324919165,250,39.96
12,Aveyron,Saint-Affrique,12208,244450,111,4,Maison,1000,279000,276000,6.0,6.0,1.8,-38.7,7.14171302,2202.25,3.89
12,Aveyron,Salles-Curan,12253,10000,90,4,Maison,52,279000,276000,6.0,6.0,1.8,-38.7,7.232517236,111.11,78.11
12,Aveyron,Lassouts,12124,160000,60,1,Maison,163,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,2666.67,2.95
12,Aveyron,Lassouts,12124,160000,192,6,Maison,1130,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,833.33,9.45
12,Aveyron,Camboulazet,12045,67000,45,2,Maison,102,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1488.89,5.42
12,Aveyron,Calmels-et-le-Viala,12042,220300,55,3,Maison,280,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,4005.45,1.95
12,Aveyron,Fayet,12099,55000,100,5,Maison,154,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,550,16.41
12,Aveyron,Tauriac-de-Naucelle,12276,750000,341,7,Maison,23008,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,2199.41,3.67
12,Aveyron,Tauriac-de-Naucelle,12276,750000,112,4,Appartement,23008,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,6696.43,1.3
12,Aveyron,Tauriac-de-Naucelle,12276,750000,106,3,Appartement,23008,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,7075.47,1.23
12,Aveyron,Tauriac-de-Naucelle,12276,750000,112,4,Appartement,1000,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,6696.43,1.3
12,Aveyron,Tauriac-de-Naucelle,12276,750000,341,7,Maison,1000,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,2199.41,3.67
12,Aveyron,Tauriac-de-Naucelle,12276,750000,80,3,Appartement,23008,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,9375,0.93
12,Aveyron,Tauriac-de-Naucelle,12276,750000,60,3,Appartement,23008,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,12500,0.7
12,Aveyron,Tauriac-de-Naucelle,12276,750000,80,3,Appartement,1000,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,9375,0.93
12,Aveyron,Tauriac-de-Naucelle,12276,750000,106,3,Appartement,1000,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,7075.47,1.23
12,Aveyron,Tauriac-de-Naucelle,12276,750000,60,3,Appartement,1000,279000,276000,6.0,6.0,1.8,-38.7,7.266571471,12500,0.7
12,Aveyron,Saint-André-de-Vézines,12211,50000,110,2,Maison,570,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,454.55,19.86
12,Aveyron,Conques-en-Rouergue,12076,100000,73,3,Maison,302,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,1369.86,5.64
12,Aveyron,Martiel,12140,129000,78,4,Maison,582,279000,276000,6.0,6.0,1.8,-38.7,8.286271025,1653.85,6.01
12,Aveyron,Broquiès,12037,3750,64,2,Maison,98,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,58.59,133.11
12,Aveyron,Bertholène,12026,74000,50,3,Maison,183,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,1480,5.67
12,Aveyron,Bertholène,12026,74000,52,2,Maison,183,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,1423.08,5.89
12,Aveyron,Saint-Laurent-de-Lévézou,12236,218000,133,3,Maison,451,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,1639.1,4.69
12,Aveyron,Foissac,12104,155000,113,4,Maison,1342,279000,276000,6.0,6.0,1.8,-38.7,8.286271025,1371.68,7.25
12,Aveyron,Foissac,12104,155000,113,4,Maison,955,279000,276000,6.0,6.0,1.8,-38.7,8.286271025,1371.68,7.25
12,Aveyron,Sonnac,12272,72500,144,6,Maison,517,279000,276000,6.0,6.0,1.8,-38.7,7.251046427,503.47,17.28
12,Aveyron,Sonnac,12272,72500,144,6,Maison,500,279000,276000,6.0,6.0,1.8,-38.7,7.251046427,503.47,17.28
12,Aveyron,Saint-Beauzély,12213,260000,146,6,Maison,465,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,1780.82,4.31
12,Aveyron,Montjaux,12153,100000,100,4,Maison,120,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,1000,7.8
12,Aveyron,Réquista,12197,44000,78,4,Maison,482,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,564.1,13.83
12,Aveyron,Gissac,12109,138000,106,5,Maison,1915,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,1301.89,5.74
12,Aveyron,Quins,12194,225000,160,7,Maison,511,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1406.25,5.74
12,Aveyron,Montclar,12149,50000,65,3,Maison,976,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,769.23,9.71
12,Aveyron,Salles-la-Source,12254,200000,148,5,Appartement,1210,279000,276000,6.0,6.0,1.8,-38.7,7.635332,1351.35,6.78
12,Aveyron,Salles-la-Source,12254,200000,91,4,Appartement,1210,279000,276000,6.0,6.0,1.8,-38.7,7.635332,2197.8,4.17
12,Aveyron,Saint-Juéry,12233,19900,48,2,Maison,1078,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,414.58,18.01
12,Aveyron,Saint-Juéry,12233,19900,92,4,Maison,380,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,216.3,34.52
12,Aveyron,Millau,12145,134000,76,3,Maison,171,279000,276000,6.0,6.0,1.8,-38.7,9.190196861,1763.16,6.25
12,Aveyron,Vimenet,12303,140000,65,3,Maison,513,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,2153.85,3.89
12,Aveyron,Saint-Izaire,12228,145000,110,5,Maison,720,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,1318.18,5.67
12,Aveyron,Mélagues,12143,55000,65,4,Maison,91,279000,276000,6.0,6.0,1.8,-38.7,6.463802359,846.15,9.17
12,Aveyron,Olemps,12174,220000,91,3,Maison,589,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,2417.58,3.97
12,Aveyron,Lunac,12135,708600,418,6,Maison,532,279000,276000,6.0,6.0,1.8,-38.7,7.172616396,1695.22,5.08
12,Aveyron,Rignac,12199,135000,67,3,Maison,860,279000,276000,6.0,6.0,1.8,-38.7,7.304401206,2014.93,4.35
12,Aveyron,Rignac,12199,135000,67,3,Maison,370,279000,276000,6.0,6.0,1.8,-38.7,7.304401206,2014.93,4.35
12,Aveyron,Bertholène,12026,140000,44,1,Maison,132,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,3181.82,2.64
12,Aveyron,Castelnau-de-Mandailles,12061,190000,80,4,Maison,303,279000,276000,6.0,6.0,1.8,-38.7,6.955289592,2375,3.51
12,Aveyron,Campouriez,12048,41500,18,1,Maison,31,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,2305.56,3.35
12,Aveyron,Mostuéjouls,12160,47460,60,2,Maison,121,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,791,9.71
12,Aveyron,Maleville,12136,48000,41,2,Maison,310,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,1170.73,7.91
12,Aveyron,Montclar,12149,81000,200,7,Maison,373,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,405,18.44
12,Aveyron,Sénergues,12268,53000,55,3,Maison,497,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,963.64,8.66
12,Aveyron,Brommat,12036,84000,57,3,Maison,172,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,1473.68,5.34
12,Aveyron,Brommat,12036,15500,126,5,Maison,304,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,123.02,64
12,Aveyron,Najac,12167,170000,120,2,Maison,626,279000,276000,6.0,6.0,1.8,-38.7,7.172616396,1416.67,6.08
12,Aveyron,Réquista,12197,30000,80,2,Maison,298,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,375,20.8
12,Aveyron,Montrozier,12157,16000,39,1,Maison,79,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,410.26,23.38
12,Aveyron,Nant,12168,57904,100,4,Maison,121,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,579.04,15.59
12,Aveyron,Firmi,12100,70000,70,4,Maison,774,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,1000,7.72
12,Aveyron,Valady,12288,194200,95,5,Maison,1310,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,2044.21,4.08
12,Aveyron,Rodelle,12201,115000,80,3,Maison,340,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,1437.5,5.84
12,Aveyron,Lunac,12135,93000,125,6,Maison,464,279000,276000,6.0,6.0,1.8,-38.7,7.172616396,744,11.57
12,Aveyron,Boussac,12032,96300,190,5,Maison,716,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,506.84,16.46
12,Aveyron,Saint-Affrique,12208,55000,45,3,Maison,73,279000,276000,6.0,6.0,1.8,-38.7,7.14171302,1222.22,7.01
12,Aveyron,Lestrade-et-Thouels,12129,119000,137,6,Maison,610,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,868.61,8.98
12,Aveyron,Mounes-Prohencoux,12192,30000,46,2,Maison,162,279000,276000,6.0,6.0,1.8,-38.7,6.463802359,652.17,11.89
12,Aveyron,Lassouts,12124,45000,51,3,Maison,36,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,882.35,8.92
12,Aveyron,Onet-le-Château,12176,195000,140,9,Maison,1457,279000,276000,6.0,6.0,1.8,-38.7,8.770181067,1392.86,7.56
12,Aveyron,Campagnac,12047,38000,21,1,Maison,673,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,1809.52,4.25
12,Aveyron,Campagnac,12047,38000,76,3,Maison,673,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,500,15.37
12,Aveyron,Saint-Laurent-d'Olt,12237,125000,120,4,Maison,30,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,1041.67,7.38
12,Aveyron,Salmiech,12255,147600,102,4,Maison,91,279000,276000,6.0,6.0,1.8,-38.7,7.232517236,1447.06,6
12,Aveyron,Sauveterre-de-Rouergue,12262,139000,80,3,Maison,1930,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1737.5,4.64
12,Aveyron,Sauveterre-de-Rouergue,12262,139000,80,3,Maison,500,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1737.5,4.64
12,Aveyron,Bournazel,12031,170000,72,4,Maison,293,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,2361.11,3.53
12,Aveyron,Conques-en-Rouergue,12076,75250,112,4,Maison,625,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,671.88,11.49
12,Aveyron,Saint-Jean-Delnous,12230,156000,126,6,Maison,247,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1238.1,6.52
12,Aveyron,Vaureilles,12290,250750,124,4,Maison,500,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,2022.18,4.58
12,Aveyron,Vaureilles,12290,250750,124,4,Maison,1367,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,2022.18,4.58
12,Aveyron,Vaureilles,12290,250750,124,4,Maison,1000,279000,276000,6.0,6.0,1.8,-38.7,7.720239091,2022.18,4.58
12,Aveyron,Viala-du-Tarn,12296,90000,104,4,Maison,114,279000,276000,6.0,6.0,1.8,-38.7,6.49958587,865.38,9.01
12,Aveyron,Cassuéjouls,12058,43500,20,3,Maison,46,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,2175,3.62
12,Aveyron,Cassuéjouls,12058,43500,66,3,Maison,46,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,659.09,11.94
12,Aveyron,Gabriac,12106,46000,50,3,Maison,80,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,920,9.12
12,Aveyron,Cabanès,12041,214000,140,4,Maison,353,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1528.57,5.28
12,Aveyron,Fayet,12099,40000,150,7,Maison,81,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,266.67,33.85
12,Aveyron,Montlaur,12154,91000,118,7,Maison,905,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,771.19,9.68
12,Aveyron,Lédergues,12127,195000,100,3,Maison,365,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1950,4.14
12,Aveyron,Compeyre,12070,242000,98,6,Maison,85,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,2469.39,3.11
12,Aveyron,Rivière-sur-Tarn,12200,126000,106,4,Maison,151,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,1188.68,7.59
12,Aveyron,Moyrazès,12162,45000,20,0,Maison,300,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,2250,4.26
12,Aveyron,Moyrazès,12162,45000,20,0,Maison,857,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,2250,4.26
12,Aveyron,Castanet,12059,132000,80,3,Appartement,224,279000,276000,6.0,6.0,1.8,-38.7,7.451554479,1650,5.42
12,Aveyron,Castanet,12059,132000,156,5,Appartement,224,279000,276000,6.0,6.0,1.8,-38.7,7.451554479,846.15,10.57
12,Aveyron,Peyrusse-le-Roc,12181,155000,108,6,Maison,1000,279000,276000,6.0,6.0,1.8,-38.7,6.326577581,1435.19,5.29
12,Aveyron,Peyrusse-le-Roc,12181,155000,108,6,Maison,2500,279000,276000,6.0,6.0,1.8,-38.7,6.326577581,1435.19,5.29
12,Aveyron,Peyrusse-le-Roc,12181,155000,108,6,Maison,2500,279000,276000,6.0,6.0,1.8,-38.7,6.326577581,1435.19,5.29
12,Aveyron,Bournazel,12031,30000,26,1,Maison,34,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,1153.85,7.23
12,Aveyron,Coubisou,12079,115000,38,3,Maison,805,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,3026.32,2.6
12,Aveyron,Pousthomy,12186,162000,39,3,Maison,141,279000,276000,6.0,6.0,1.8,-38.7,7.116579644,4153.85,2.06
12,Aveyron,Pousthomy,12186,162000,177,7,Maison,261,279000,276000,6.0,6.0,1.8,-38.7,7.116579644,915.25,9.33
12,Aveyron,Pousthomy,12186,162000,52,3,Maison,35,279000,276000,6.0,6.0,1.8,-38.7,7.116579644,3115.38,2.74
12,Aveyron,Pousthomy,12186,162000,27,1,Maison,3016,279000,276000,6.0,6.0,1.8,-38.7,7.116579644,6000,1.42
12,Aveyron,Fondamente,12155,231380,89,3,Maison,159,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,2599.78,3.47
12,Aveyron,Marcillac-Vallon,12138,40000,78,4,Maison,1645,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,512.82,16.27
12,Aveyron,Marcillac-Vallon,12138,40000,78,4,Maison,600,279000,276000,6.0,6.0,1.8,-38.7,6.954201721,512.82,16.27
12,Aveyron,Saint-Beauzély,12213,95000,43,2,Maison,80,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,2209.3,3.48
12,Aveyron,Brommat,12036,45000,42,2,Maison,179,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,1071.43,7.35
12,Aveyron,Brommat,12036,55000,78,5,Maison,350,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,705.13,11.16
12,Aveyron,Laguiole,12119,179000,84,3,Maison,926,279000,276000,6.0,6.0,1.8,-38.7,6.955289592,2130.95,3.92
12,Aveyron,Estaing,12098,140000,102,4,Maison,717,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,1372.55,5.62
12,Aveyron,Villefranche-de-Rouergue,12300,180000,87,4,Maison,206,279000,276000,6.0,6.0,1.8,-38.7,6.831576146,2068.97,3.96
12,Aveyron,Coubisou,12079,126000,72,2,Maison,125,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,1750,4.5
12,Aveyron,Causse-et-Diège,12257,101000,64,1,Maison,313,279000,276000,6.0,6.0,1.8,-38.7,6.326577581,1578.13,4.81
12,Aveyron,Brommat,12036,55000,73,5,Maison,512,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,753.42,10.45
12,Aveyron,Campagnac,12047,56000,60,2,Maison,96,279000,276000,6.0,6.0,1.8,-38.7,6.40316154,933.33,8.23
12,Aveyron,Prades-d'Aubrac,12187,30000,132,5,Maison,255,279000,276000,6.0,6.0,1.8,-38.7,7.28907104,227.27,38.49
12,Aveyron,Vimenet,12303,52000,61,3,Appartement,58,279000,276000,6.0,6.0,1.8,-38.7,7.622578298,852.46,10.73
12,Aveyron,Vimenet,12303,52000,32,2,Appartement,58,279000,276000,6.0,6.0,1.8,-38.7,7.622578298,1625,5.63
12,Aveyron,Saint-Santin,12246,60000,94,5,Maison,614,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,638.3,12.09
12,Aveyron,Manhac,12137,85000,75,3,Maison,36,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,1133.33,7.12
12,Aveyron,Aubin,12013,70000,68,4,Maison,654,279000,276000,6.0,6.0,1.8,-38.7,6.097852495,1029.41,7.11
12,Aveyron,Lédergues,12127,75000,36,2,Maison,653,279000,276000,6.0,6.0,1.8,-38.7,6.722185433,2083.33,3.87
12,Aveyron,Moyrazès,12162,140000,100,5,Maison,329,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,1400,6.85
12,Aveyron,Salles-la-Source,12254,522480,777,15,Maison,783,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,672.43,14.27
12,Aveyron,Clairvaux-d'Aveyron,12066,60000,100,4,Maison,256,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,600,15.99
12,Aveyron,Laval-Roquecezière,12125,30000,33,2,Maison,72,279000,276000,6.0,6.0,1.8,-38.7,6.783651024,909.09,8.95
12,Aveyron,Moyrazès,12162,79050,76,2,Maison,345,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,1040.13,9.22
12,Aveyron,Fondamente,12155,95000,60,3,Maison,69,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,1583.33,5.7
12,Aveyron,Saint-Jean-du-Bruel,12231,260024,211,4,Maison,797,279000,276000,6.0,6.0,1.8,-38.7,7.523095362,1232.34,7.33
12,Aveyron,Toulonjac,12281,158300,95,4,Maison,1100,279000,276000,6.0,6.0,1.8,-38.7,6.326577581,1666.32,4.56
12,Aveyron,Toulonjac,12281,158300,95,4,Maison,924,279000,276000,6.0,6.0,1.8,-38.7,6.326577581,1666.32,4.56
12,Aveyron,Vabres-l'Abbaye,12286,281810,120,5,Maison,800,279000,276000,6.0,6.0,1.8,-38.7,6.222967053,2348.42,3.18
12,Aveyron,Salles-la-Source,12254,203000,123,6,Maison,158,279000,276000,6.0,6.0,1.8,-38.7,7.99385581,1650.41,5.81
12,Aveyron,Thérondels,12280,240000,70,2,Maison,49,279000,276000,6.0,6.0,1.8,-38.7,6.560372321,3428.57,2.3
12,Aveyron,Florentin-la-Capelle,12103,369900,250,7,Maison,705,279000,276000,6.0,6.0,1.8,-38.7,6.433105696,1479.6,5.22
12,Aveyron,Rodelle,12201,145000,70,4,Maison,837,279000,276000,6.0,6.0,1.8,-38.7,6.990159354,2071.43,4.05
